,price,name,industry,pe_ratio,pe_ratio_lyr,pb_ratio,market_cap,circulating_market_cap,roe_ttm,ROAEBITTTM,debt_to_asset_ratio,debt_to_equity_ratio,MLEV,long_debt_to_working_capital_ratio,fixed_asset_ratio,intangible_asset_ratio,net_profit_ratio,net_profit_to_total_operate_revenue_ttm,net_non_operating_income_to_total_profit,gross_income_ratio,adjusted_profit_to_total_profit,total_profit_to_cost_ratio,total_asset_turnover_rate,accounts_payable_turnover_days,account_receivable_turnover_days,inventory_turnover_days,OperatingCycle,inventory_turnover_rate,DEGM,operating_profit_growth_rate,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,net_operate_cash_flow_to_operate_income,net_operating_cash_flow_coverage,cash_rate_of_sales,net_operate_cash_flow_to_total_liability,ACCA,current_ratio,quick_ratio,super_quick_ratio,LVGI,SGI,GMI,DSRI,SGAI,DEGM_8y,maximum_margin,margin_stability
000070.XSHE,10.81,特发信息,电气机械和器材制造业,42.5816,31.8956,3.3016,87.9205,85.6143,0.077095,0.008643,0.556481,1.47946,0.025917,0.154231,0.093862,0.08246,0.049059,0.049059,0.000879,0.173491,0.750749,0.060128,0.664043,165.709166,202.887106,166.533513,369.420619,2.161727,0.133996,-0.234084,0.026056,0.004314,1.715731,1.098238,0.075432,0.007788,-0.000466,1.406805,0.92194,0.823792,1.039462,1.042559,1.021122,1.155416,0.439983,0.00302,0.770469,10.664743
000078.XSHE,3.37,海王生物,零售业,26.7257,22.4502,1.46,93.0991,88.3601,0.054627,0.006244,0.799817,4.988493,0.266492,0.862143,0.026803,0.105701,0.017776,0.017776,0.0,0.134187,0.488045,0.025312,1.037385,99.141791,174.150387,37.291698,211.442086,9.653623,-0.008443,-0.370558,0.045658,0.003102,-0.372324,0.14279,-0.006991,0.000726,-0.006319,1.138004,1.007836,0.947991,1.046101,1.538952,1.097704,0.878946,1.000995,-0.029192,0.893282,16.504853
000088.XSHE,5.7,盐田港,道路运输业,26.500999999999998,23.3239,1.5888,110.7054,110.7054,0.059954,0.012345,0.247608,0.380382,0.164607,2.729933,0.361522,0.024658,0.827268,0.827268,0.180555,0.516462,0.796762,1.28401,0.052943,308.003353,,3.099435,,116.150193,0.098282,0.053224,0.005242,0.011283,1.42736,1.138017,0.373019,0.051075,-0.000353,2.703542,2.698512,1.528443,1.039156,1.17376,0.804136,0.982124,0.947339,-0.026438,0.76732,10.589187
000089.XSHE,9.72,深圳机场,航空运输业,34.8524,29.8402,1.6681,199.3348,199.3348,0.047863,0.013553,0.142969,0.16721,0.003669,0.051905,0.667341,0.017642,0.15572,0.15572,0.0,0.228692,0.755223,,0.268022,2.092032,,0.972598,,370.142633,-0.222548,-0.162691,,0.021285,1.402116,2.177479,0.27103,0.187694,0.014234,1.734688,1.730632,1.615595,0.923278,1.083843,1.115632,0.919339,0.901432,-0.085475,0.336599,3.733225
000090.XSHE,5.29,天健集团,土木工程建筑业,11.5431,12.647,1.4229,98.8461,98.8392,0.09795,0.008824,0.774475,3.469403,0.435496,0.634878,0.010106,0.001769,0.072744,0.072744,0.126006,0.217164,-0.009001,0.124551,0.296997,166.731977,,869.247211,,0.414151,0.239897,1.611596,0.010063,0.053435,4.52388,505.562549,0.426865,0.146001,0.112774,1.529005,0.560694,0.521539,0.973362,1.512607,1.204565,0.935671,0.867341,0.011538,0.652554,7.690035
000096.XSHE,10.18,广聚能源,批发业,45.7737,49.8934,2.0891,53.7504,52.0043,0.04564,0.013589,0.054992,0.058693,0.003992,0.014907,0.056727,0.087695,0.075428,0.075428,0.002736,0.10302,0.871368,0.095114,0.586858,2.29964,5.777682,6.245637,12.023319,57.640235,0.014167,-0.082114,0.036976,0.001386,1.307473,0.908526,0.064044,0.422982,-0.00314,12.163381,11.969673,11.496909,0.940745,1.330623,1.508113,0.617695,0.723526,0.043868,0.809334,2.928386
000099.XSHE,7.56,中信海直,航空运输业,20.8917,30.4528,1.4239,45.8189,45.8189,0.068155,0.013223,0.429129,0.780219,0.178658,1.060002,0.430439,0.015611,0.138686,0.138686,0.0,0.254354,0.771262,0.215455,0.270401,26.651736,,99.114013,,3.632181,0.055097,0.778672,0.003117,0.002209,4.523317,6.306994,0.448097,0.165944,0.060111,1.62103,1.40652,0.836115,0.954829,1.122952,0.829892,1.329131,1.010344,-0.004371,0.525192,5.807729
000100.XSHE,3.39,TCL集团,计算机、通信和其他电子设备制造业,12.8973,13.2234,1.5085,458.6141,433.3723,0.11696,0.00742,0.603083,3.208246,0.538682,11.079592,0.462286,0.042653,0.051997,0.05194,0.034316,0.152621,0.319242,0.060933,0.556105,32.325145,,25.415123,,14.164795,-0.171164,0.287058,0.054173,0.005268,-9.319179,3.007232,0.117182,0.014953,0.004318,1.109886,0.987562,0.858203,1.033205,1.015977,1.121665,,0.684303,-0.00199,0.783065,11.195155
000150.XSHE,5.06,宜华健康,卫生,-172.7852,25.0325,1.8369,44.4115,40.7831,-0.010631,-0.002197,0.688013,2.30863,0.219449,-0.788196,0.122563,0.318737,-0.00949,-0.00949,0.0,0.191445,0.311564,-0.036798,0.236823,283.520381,,46.052327,,7.817195,-0.41981,-1.241105,0.022961,0.00514,-0.113077,54.397441,0.006617,-0.037966,-0.026021,0.634417,0.588555,0.430448,1.009852,1.041503,1.013315,1.161015,1.237524,-0.142237,0.46536,5.115359
000151.XSHE,9.6,中成股份,批发业,143.0986,34.061,2.9996,28.4141,25.5882,0.020962,0.003507,0.569527,1.323028,0.001823,0.009612,0.025156,0.009313,0.018944,0.018944,0.13956,0.153095,0.622684,0.03001,0.47632,292.832418,,350.26827,,1.027784,0.005719,-0.730116,0.06618,0.00369,-23.730208,-9.048307,-0.57494,-0.119036,-0.075194,1.432465,0.740444,0.511827,0.991815,0.570192,0.839949,1.104873,1.705041,0.079306,0.899481,4.645683
000153.XSHE,6.61,丰原药业,医药制造业,25.9093,33.8647,1.5647,20.6325,20.6217,0.060393,0.008988,0.603462,1.525119,0.043227,13.697443,0.246123,0.053219,0.025,0.025,-0.127107,0.384977,0.039954,0.037668,0.950575,132.952066,87.000395,89.866384,176.866779,4.005947,0.026432,-0.01327,0.279368,0.011267,4.344775,0.459171,0.071532,0.004241,-0.00304,1.003549,0.749956,0.68859,1.020591,1.168841,0.785609,0.869749,1.26321,0.084931,0.908656,4.841722
000155.XSHE,3.82,川能动力,化学原料和化学制品制造业,8.9836,16.1202,1.3735,48.513999999999996,48.513999999999996,0.152885,0.020664,0.421428,0.858278,0.30243,0.805951,0.435542,0.010052,0.25353,0.25353,0.0,0.239549,1.142015,0.271175,0.37205,124.798937,156.081691,18.343139,174.42483,19.625867,2.155865,5.124553,0.001654,0.001028,1.803328,70.438737,0.265487,-0.149453,-0.060984,3.81121,3.699499,2.215584,1.03875,0.656316,0.487992,1.629618,1.282402,0.086514,0.913043,1.165281
000156.XSHE,8.72,华数传媒,广播、电视、电影和影视录音制作业,18.7235,19.4024,1.15,124.9883,111.6418,0.06142,0.011652,0.287639,0.403783,0.103723,0.2279,0.242367,0.039829,0.188254,0.188254,0.0,0.390406,1.305706,0.249663,0.232415,145.227037,220.556069,12.115753,232.671822,29.713382,-0.055194,0.084931,0.144373,0.002597,2.350873,1.429372,0.34982,0.033025,0.002899,3.157231,3.132504,2.040759,0.988631,1.070634,1.097339,1.02399,0.787233,0.161507,0.969685,5.148231
000157.XSHE,5.93,中联重科,专用设备制造业,11.1161,23.0967,1.2327,466.5211,375.9994,0.110891,0.013352,0.62892,1.719345,0.236219,0.527131,0.058996,0.061665,0.104768,0.104768,-0.072581,0.296723,0.574798,0.15703,0.38097,150.11673,,149.721307,,2.404467,0.173314,2.158053,0.082918,0.008111,1.828853,1.535508,0.176902,0.021321,0.004709,1.540494,1.31284,1.081242,1.083138,1.233046,0.788157,0.860221,0.737702,-0.01256,0.622463,7.160664
000158.XSHE,6.55,常山北明,软件和信息技术服务业,57.7186,58.2147,1.831,108.2633,106.3871,0.031723,0.004737,0.558938,1.268651,0.10886,0.964411,0.204168,0.196188,0.01704,0.01704,0.0,0.087206,-5.838464,0.024767,0.789339,108.087253,103.748174,85.632596,189.38077,4.204007,0.057561,-0.393925,0.019251,0.004993,-7.13928,-2.721237,0.062248,-0.004078,-0.002779,1.221943,0.849686,0.628144,1.074261,0.85798,0.785476,1.264142,1.10276,0.028257,0.744316,2.177715
000159.XSHE,5.86,国际实业,批发业,129.1316,47.0096,1.3153,28.1682,28.1682,0.010185,0.004192,0.242547,0.318468,0.047326,0.153578,0.150042,0.045005,0.031063,0.030991,0.358431,0.125003,0.476633,0.102111,0.141223,115.873951,,805.506904,,0.446924,-0.355221,21.721126,0.025263,0.067482,1.218805,1.146154,-0.317504,-0.038251,-0.000678,2.680731,1.246544,1.100873,0.70369,1.550106,0.554234,0.190161,0.670321,-0.128925,0.268369,3.091233
000166.XSHE,4.82,申万宏源,资本市场服务,21.5316,29.0113,1.4712,1206.9253,1086.1588,0.068326,0.004674,0.775298,3.517723,0.0,,0.003597,0.000346,0.254068,0.254068,0.086385,,0.844317,,0.059998,,,,,,,0.27038,,0.005705,1.667077,-12.536783,0.515734,-0.067558,-0.056577,,,,0.98186,1.142854,,0.709891,0.889529,,,
000301.XSHE,5.2,东方盛虹,化学纤维制造业,16.7007,24.7434,1.5558,209.5108,63.3483,0.102845,0.014637,0.577621,1.367544,0.195173,-1.517437,0.482969,0.067027,0.058194,0.058194,0.0,0.111437,0.715849,0.0716,0.745842,44.402435,15.621067,52.600548,68.221615,6.844035,-0.44872,5.766793,0.010044,0.005397,3.127836,3.133733,0.177135,0.066749,0.025956,0.748922,0.517411,0.441039,2.179537,16.582578,2.270119,0.262595,0.18165,-0.143431,0.190693,2.42245
000333.XSHE,58.89,美的集团,电气机械和器材制造业,17.2809,20.1985,4.1595,4086.3201,3986.1357,0.240699,0.026375,0.634189,1.841665,0.111966,0.728927,0.080118,0.156963,0.090677,0.090229,-0.016761,0.289906,0.809474,0.122969,0.963325,91.719809,,44.281553,,8.129796,0.091088,0.104526,0.124431,0.006133,1.387859,1.305682,0.138494,0.04423,0.00595,1.546203,1.360703,0.692216,0.975409,1.078735,0.909027,1.025455,0.907779,0.030948,0.911826,18.137063
000338.XSHE,12.69,潍柴动力,汽车制造业,10.364,11.6293,2.3481,1006.8086,538.695,0.226566,0.017358,0.701586,3.660774,0.377607,2.888298,0.130528,0.208516,0.076931,0.076931,-0.06652,0.226181,0.503746,0.103562,0.74994,111.78753,,58.747227,,6.127949,0.037688,0.169732,0.063679,0.004091,1.438615,-0.797251,0.11792,-0.008994,-0.01701,1.220572,0.999599,0.90311,0.991287,1.050712,0.977815,0.922482,0.805644,-0.003023,0.922673,19.071895
000400.XSHE,9.19,许继电气,电气机械和器材制造业,29.8258,46.4114,1.1628,92.6653,92.6518,0.038985,0.008028,0.411853,0.754342,0.00294,0.004327,0.090444,0.056474,0.041404,0.041404,0.0,0.180124,0.709921,0.054538,0.636806,220.729945,321.33917,143.749379,465.088549,2.504359,-0.091189,-0.276951,0.040186,0.005796,2.625401,0.873902,0.100757,0.013506,-0.002238,2.055139,1.546635,1.411013,0.909851,0.795352,1.184197,1.161419,0.900314,-0.058794,0.476207,5.25222
000401.XSHE,14.22,冀东水泥,非金属矿物制品业,8.9685,12.919,1.4962,191.6178,191.5739,0.160769,0.023066,0.53821,2.226229,0.277482,-1.36186,0.51135,0.078635,0.13217,0.13217,-0.000991,0.357745,0.459034,0.20442,0.535616,103.238395,,43.958401,,8.189561,0.082145,1.858588,0.035429,0.014597,1.753911,2.137531,0.258513,0.060219,0.004711,0.80558,0.70687,0.652565,0.848787,2.017603,0.973609,0.953675,0.76187,0.013366,0.645792,4.063652
000402.XSHE,8.03,金融街,房地产业,6.6614,7.343,0.7398,240.0111,239.9068,0.111062,0.010438,0.764538,3.668102,0.738599,1.212537,0.021062,0.003576,0.173166,0.173166,0.000251,0.486704,0.688559,0.373814,0.172018,281.94146,,2158.587053,,0.166776,0.295336,0.301212,0.036092,0.122553,1.265552,-0.053227,0.308636,-0.000144,-0.00291,2.092761,0.482725,0.323704,1.025638,0.866533,0.605112,1.072254,1.186475,0.010436,0.621061,5.448624
000403.XSHE,34.95,振兴生化,医药制造业,75.0609,119.10799999999999,12.4522,95.2659,94.8557,0.165894,0.027332,0.402534,0.675677,0.002653,0.0847,0.308372,0.049364,0.141501,0.141501,0.0,0.536562,0.827486,0.202809,0.674926,28.628681,79.804146,373.307835,453.111981,0.964352,0.007439,0.434452,0.178774,0.007815,1.347158,1.281795,0.191863,0.123386,0.011767,1.608556,0.761255,0.745129,0.918581,1.254553,1.068556,1.035316,0.90281,-0.029837,0.847796,13.869256
000404.XSHE,3.9,长虹华意,通用设备制造业,38.4146,37.6229,0.8338,27.1438,27.0903,0.021706,0.004219,0.589586,1.892124,0.135001,0.176065,0.154425,0.045024,0.01496,0.01496,0.054786,0.114061,0.35601,0.02008,0.870813,132.155133,120.597673,52.157242,172.754915,6.902205,-0.002619,0.026965,0.024496,0.003632,12.414734,34.829911,0.118472,0.075316,0.042205,1.419499,1.215916,1.122417,0.966154,1.098187,0.98223,1.16035,0.694214,0.020512,0.693259,5.928923
000407.XSHE,3.53,胜利股份,燃气生产和供应业,24.2861,30.3002,1.2906,31.066999999999997,30.9138,0.05314,0.010721,0.542864,1.436335,0.168549,-0.764073,0.273636,0.22181,0.038829,0.038829,0.0,0.142977,0.434206,0.052955,0.865595,68.109468,62.274773,30.521879,92.796652,11.794818,-0.093785,0.669823,0.049999,0.002602,2.902974,11.081655,0.119521,0.097841,0.045914,0.708523,0.566863,0.498714,1.234279,1.221487,0.937283,0.83942,1.012765,0.109984,0.940168,4.022332
000408.XSHE,8.89,藏格控股,化学原料和化学制品制造业,39.4798,20.8484,2.2719,177.247,41.2924,0.115096,0.027724,0.204854,0.257631,0.001497,0.091881,0.441785,0.032163,0.345347,0.345347,0.0,0.694559,0.840709,0.83642,0.265004,467.958566,215.366956,245.067746,460.434702,1.468982,-0.095161,-0.32729,0.153418,0.077945,1.142766,0.11639,0.471384,0.006665,-0.010435,1.1458,0.873217,0.700296,1.229598,0.844758,1.068821,2.337413,1.112623,,,1.080634
000409.XSHE,5.41,ST地矿,综合,-10.0113,89.2194,3.7866,27.6414,21.9447,-0.37823,-0.026951,0.637842,4.047213,0.117557,1.530542,0.166864,0.17508,-0.126098,-0.126098,0.0,0.036762,0.493285,-0.131871,0.82662,96.652366,73.7052,95.692364,169.397564,3.762056,3.722465,-7.040056,0.008784,0.003502,-1.285861,0.003763,0.168161,-0.000218,0.070661,1.093029,0.713965,0.478008,0.673668,2.143248,2.251054,0.329653,0.426923,-0.039606,0.250499,0.854094
000410.XSHE,6.45,*ST沈机,通用设备制造业,-1.5584,-6.2635,-1.8914,49.3729,47.7525,1.213656,-0.045432,1.166875,-6.580267,0.161678,-0.159877,0.215569,0.061223,-1.843383,-1.843383,0.0,-0.161168,1.040824,-0.90006,0.119119,529.748469,927.673943,1036.245348,1963.91929,0.347408,-1.613666,-6.407014,0.233062,0.014441,-0.157322,0.041918,0.283229,-0.002794,0.070139,0.632916,0.27169,0.230795,1.042343,1.197089,1.009326,0.808904,0.581004,,,1.382089
000411.XSHE,12.37,英特集团,批发业,21.643,32.8113,2.0679,30.7939,25.6451,0.095546,0.010335,0.752236,5.919327,0.103103,0.171626,0.054841,0.021808,0.013842,0.013842,-0.013154,0.066587,0.295035,0.018891,2.008822,59.670175,82.494706,42.934354,125.42906,8.384894,-0.018001,0.36261,0.026601,0.001522,1.215652,-10.636672,0.018399,-0.031309,-0.028852,1.243785,0.934068,0.884344,0.972243,1.08382,0.916485,0.951089,1.096113,0.025712,0.816655,12.516137
000413.XSHE,4.83,东旭光电,计算机、通信和其他电子设备制造业,13.9549,12.7921,0.8316,276.7711,234.9387,0.059591,0.008546,0.526779,1.146554,0.286509,0.637167,0.199742,0.052656,0.089263,0.089263,0.0,0.188165,0.425793,0.117873,0.324602,221.817483,218.452097,97.754711,316.206808,3.682687,0.029437,-0.096621,0.017529,0.003729,0.581186,-1.607247,0.043837,-0.012244,-0.01065,1.644932,1.453272,1.185016,1.024903,1.627314,1.173908,1.114666,0.71424,-0.019147,0.369366,2.498621
000415.XSHE,3.56,渤海租赁,租赁业,11.4384,9.6594,0.5728,220.169,126.2873,0.050081,0.00334,0.793934,5.587219,0.894522,-85.996955,0.715535,0.034598,0.087764,0.087764,0.280808,0.387667,0.338709,0.103976,0.141177,9.897316,,0.304909,,1180.68032,-0.043619,-0.127446,0.005054,0.001376,10.676316,20.560696,0.503432,0.026273,0.018459,0.922524,0.921817,0.588537,0.915132,1.149059,1.123976,1.136834,0.858164,-0.003348,0.59972,6.803287
000416.XSHE,5.45,民生控股,其他金融业,85.4878,145.0553,3.2753,28.987,28.9744,0.038313,0.013923,0.025877,0.027366,0.0,0.0,0.03708,0.000335,4.401691,0.446364,0.018123,0.993905,0.541083,1.208675,0.00892,1347.561711,,,,,0.005246,0.709195,0.117466,0.065109,-0.587186,-0.205645,-2.527499,-0.090038,-0.01463,28.046634,,2.793158,0.52211,0.992356,1.003816,1.397324,0.990645,0.265305,0.98923,1.452862
000417.XSHE,4.46,合肥百货,零售业,16.2981,15.4938,0.8675,34.7828,34.7446,0.053227,0.012043,0.555168,1.492834,0.165616,-2.219039,0.204506,0.108599,0.030441,0.030441,0.0,0.204298,0.082633,0.04895,1.037155,51.038682,,74.958492,,4.802658,0.081385,0.634174,0.045113,0.017017,-0.710738,-2.687866,-0.030727,-0.010746,-0.009366,0.941243,0.591368,0.468095,1.006032,1.028107,1.034973,1.101603,1.047044,0.022959,0.858992,14.412334
000419.XSHE,4.46,通程控股,零售业,14.2906,17.1419,0.8584,24.2438,24.2307,0.060064,0.012329,0.383663,0.683182,0.102152,0.41106,0.210805,0.05374,0.055599,0.052921,-1.018166,0.219495,0.641739,0.071931,0.700115,89.638793,11.250899,42.105835,53.356734,8.549884,0.044597,0.04368,0.072459,0.010785,-0.275004,-1.965802,-0.015506,-0.066142,-0.040076,1.405753,1.211384,0.63619,0.837979,0.959473,0.939266,0.857644,1.046744,0.002248,0.890133,16.27554
000420.XSHE,2.16,吉林化纤,化学纤维制造业,49.403,32.1471,1.4184,42.5673,39.9704,0.028711,0.002934,0.626198,1.681717,0.129375,-0.289756,0.623943,0.030663,0.03926,0.03926,0.0,0.209975,1.772295,0.03722,0.318492,270.087448,69.754785,100.592665,170.347449,3.57879,0.352874,-0.356902,0.022075,0.010003,2.284292,1.027453,0.079367,0.002239,-0.000598,0.505462,0.377096,0.280184,1.074464,1.165882,0.659214,1.618773,1.256629,0.137509,0.958915,1.512342
000421.XSHE,4.42,南京公用,燃气生产和供应业,22.7438,17.6747,0.9783,25.311,25.311,0.043015,0.006136,0.68764,3.001096,0.20673,-0.596052,0.308108,0.011028,0.05751,0.05751,-0.000148,0.192578,0.603326,0.07725,0.327416,49.629715,499.155512,373.155182,872.310694,0.964746,-0.245236,-0.206981,0.095811,0.005973,-1.466439,-12.624966,-0.052582,-0.048878,-0.03781,0.844241,0.408746,0.269627,1.015789,0.971904,1.062308,0.812667,1.034406,,,1.199025
000422.XSHE,2.86,ST宜化,化学原料和化学制品制造业,54.8737,9.554,20.508000000000003,25.679000000000002,25.6775,0.041924,0.000653,0.915293,19.818352,0.661153,-0.476535,0.464608,0.022818,0.001622,0.001622,0.0,0.158478,-5.567149,0.004811,0.544364,83.935828,37.953761,50.097628,88.051389,7.185969,1.126256,-1.057047,0.03784,0.007468,-4.112125,10.925739,0.169432,0.030756,0.026951,0.385525,0.295483,0.225895,0.96513,1.071668,0.136437,0.54709,0.654183,-0.036343,0.347796,3.876879
000423.XSHE,35.36,东阿阿胶,医药制造业,21.6398,11.0924,2.176,231.262,231.2075,0.100556,0.023669,0.141467,0.165533,0.002742,0.008524,0.176557,0.034006,0.184733,0.184733,0.0,0.617878,-0.181575,0.303354,0.465118,88.324814,175.172236,546.48691,721.659147,0.658753,-0.049072,-0.47663,0.264968,0.014429,0.974129,-6.673532,0.190408,-0.060449,-0.009751,5.399633,3.420954,3.352676,0.90527,0.995385,0.985686,1.795947,0.901503,-0.004939,0.956613,24.289827
000425.XSHE,4.57,徐工机械,专用设备制造业,10.0622,17.4998,1.2854,357.9986,319.6247,0.109376,0.014768,0.526188,1.118075,0.11639,0.2254,0.122156,0.034931,0.066784,0.066784,0.003431,0.174211,0.681887,0.082598,0.775088,140.091172,193.321239,73.713012,267.03425,4.883805,-0.005006,0.971552,0.04739,0.004944,1.583501,0.35429,0.083805,0.007177,-0.006924,1.660934,1.374759,1.321431,0.97674,1.524488,1.131704,0.817575,0.524769,-0.031673,0.753324,10.14182
000426.XSHE,5.02,兴业矿业,有色金属矿采选业,-10.970999999999998,-54.0493,1.7882,92.227,65.2082,-0.162993,-0.020783,0.426646,0.744936,0.091966,-0.404362,0.423431,0.406813,-0.690003,-0.690003,0.0,0.5332,0.368085,-0.727507,0.135292,341.22434,,135.630692,,2.654266,-0.177334,-1.711479,0.003862,0.076978,-0.632688,-3.767902,0.365571,0.024338,0.013184,0.205626,0.131944,0.096422,1.009031,1.155136,1.023339,43.814687,0.918175,0.513983,0.998006,3.35585
000428.XSHE,2.63,华天酒店,住宿业,-5.8981,-5.6108,1.1402,26.7978,26.7967,-0.193312,-0.022329,0.675786,1.98162,0.39545,-1.577845,0.547362,0.077408,-0.55877,-0.55877,0.0,0.489304,1.117102,-0.452391,0.164626,210.956146,,510.604207,,0.705047,-0.034034,-36.950237,0.023073,0.058391,-0.683082,-4.734162,0.240274,0.0466,0.038891,0.617518,0.334573,0.295897,0.973395,0.901265,1.025285,1.020894,1.047975,-0.008275,0.779216,11.021004
000429.XSHE,7.84,粤高速A,道路运输业,10.4777,9.7744,1.7095,163.9192,102.1372,0.163158,0.02861,0.411514,0.728617,0.256441,3.991813,0.510329,0.000252,0.56849,0.56849,-0.003806,0.575266,0.704063,,0.183336,52.67179,,0.029993,,12002.728641,-0.0587,-0.094553,,0.00498,1.534869,1.573013,0.679987,0.083587,0.008597,2.062344,2.062262,2.040984,0.896398,1.041967,0.989501,0.943504,0.928371,0.025722,0.729956,4.415113
000430.XSHE,5.16,张家界,公共设施管理业,182.3179,79.1117,1.2879,20.8886,17.1177,0.007064,0.001322,0.388036,0.636761,0.267431,-375.982708,0.489534,0.366012,0.024811,0.024811,0.0,0.29221,0.781187,0.033124,0.160334,135.297991,,5.292734,,68.017777,0.002122,-0.832843,0.052975,0.02012,21.910728,3.63857,0.349669,0.111223,0.030959,0.992493,0.976058,0.692451,1.098878,0.852168,0.984419,0.188558,0.928704,-0.053201,0.590273,6.656254
000488.XSHE,4.82,晨鸣纸业,造纸和纸制品业,12.7689,5.5782,0.8226,140.0021,79.8445,0.04478,0.00365,0.758144,3.223883,0.565681,-1.606833,0.379977,0.017394,0.042558,0.042558,-0.146688,0.265705,0.60335,0.061686,0.263136,108.216528,,85.969131,,4.18755,-0.209142,-0.718295,0.044683,0.008937,11.792046,6.809541,0.420685,0.048133,0.030992,0.813049,0.733906,0.476662,1.057428,0.967306,1.084341,0.960089,0.694277,0.054358,0.841643,3.474568
000498.XSHE,4.68,山东路桥,土木工程建筑业,7.6154,7.8995,0.9887,52.4225,52.4198,0.129833,0.010767,0.73174,3.943807,0.481436,1.499412,0.03048,0.002362,0.041222,0.041222,-0.000702,0.103429,0.482655,,0.705701,123.623107,142.232871,196.005821,338.238692,1.83668,0.097922,0.551607,,0.002354,-0.316892,-4.98787,-0.017262,-0.048265,-0.044917,1.202321,0.588728,0.462764,0.953756,1.192467,1.182475,0.808353,0.769985,0.051528,0.838053,3.652967
000501.XSHE,10.61,鄂武商A,零售业,7.5178,7.7709,0.902,81.5901,81.459,0.119985,0.016217,0.604265,1.526944,0.106493,-0.155479,0.364964,0.30284,0.061485,0.061485,0.0,0.220942,0.685743,0.092208,0.772263,58.824698,,87.162636,,4.13021,-0.013382,0.002974,0.112094,0.011566,1.154789,1.975108,0.098198,0.031194,0.009249,0.512862,0.253538,0.199582,1.062985,0.977015,1.017085,1.264469,1.002581,0.011803,0.944017,21.916285
